BE_price,DE_price,DK_price,GB_price,NL_price,NO_price,BE_a,BE_b,DE_a,DE_b,DK_a,DK_b,GB_a,GB_b,NL_a,NL_b,NO_a,NO_b,BE_PGLmin,BE_PGLmax,DE_PGLmin,DE_PGLmax,DK_PGLmin,DK_PGLmax,GB_PGLmin,GB_PGLmax,NL_PGLmin,NL_PGLmax,NO_PGLmin,NO_PGLmax
BE,DE,DK,GB,NL,NO,BE,BE,DE,DE,DK,DK,GB,GB,NL,NL,NO,NO,BE,BE,DE,DE,DK,DK,GB,GB,NL,NL,NO,NO
price,price,price,price,price,price,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,a_CG,b_CG,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max,PGL_min,PGL_max
53.76295784,64.92099897,64.73,73.48979723,66.79531719,72.67184992,0.201556623,34.10020792,0.017724616,53.61028659,0.042016855,84.38719719,0.010296842,66.05120409,0.064932166,42.33250157,0.002481995,76.15561441,-82.41551552,325.2844845,-1512.311639,2350.627528,-1004.206489,459.8561562,-2132.475576,2855.624424,-325.9748125,1009.976176,-12324.86336,4113.436637
68.61357819,69.19860527,68.98,79.76327181,70.60030336,73.89725573,0.100763748,51.44532948,0.017294009,62.57061587,0.039473661,71.26529653,0.011194935,70.66741438,0.070940703,54.16636949,0.003398814,88.76506147,-87.12282282,620.0771772,-1809.025732,2167.009209,-902.6942809,410.4148148,-1876.376577,2792.023423,-381.7721493,819.7864865,-12503.57778,3795.122222
75.30662955,73.93689189,73.54,77.90066066,78.85912795,74.31403232,0.107794734,53.77842876,0.019177759,74.69112869,0.032883989,39.26635239,0.013806405,61.57434203,0.063492773,60.03609837,0.003384144,89.5157038,-110.7268268,587.7731732,-1947.337282,1913.391892,-597.0436296,729.3551552,-1360.233033,2881.566967,-472.7789908,898.8914915,-12718.99129,3680.808709
63.11201201,77.98017171,78.16,81.82026777,99.6658959,75.67137765,0.224959972,38.07054487,0.018952018,77.39867527,0.03225236,23.31556121,0.011679307,68.75376211,0.064478218,67.90302627,0.003465438,92.40827866,-81.64134134,309.1586587,-2041.963904,2066.810711,-361.4551181,1046.742342,-1734.553554,2962.346446,-526.5578692,895.641041,-12973.45946,3222.140541
64.07924324,78.41621986,78.87,84.42235592,102.2938539,75.61778338,0.229631748,40.31840901,0.019745439,70.46452493,0.035385121,14.30262068,0.011297916,78.39691488,0.079330845,67.49656801,0.003405749,92.33127733,-84.74384384,303.1561562,-1784.324047,2197.385886,-202.0993637,1072.048148,-2056.279479,2618.920521,-421.2385385,806.9614615,-13127.17497,3247.125025
67.58487688,78.8668969,79.24,83.36639003,110.8168128,75.67586507,0.228945524,41.0368945,0.021420521,66.22800285,0.032711253,8.345058102,0.011355964,75.64769486,0.085071903,79.3467107,0.003416118,92.60868355,-85.24004004,311.25996,-1545.900844,2216.662062,-127.5563805,1218.734535,-2006.618919,2673.481081,-391.0406406,756.1593594,-13144.06486,3197.835135
66.43073073,79.74594783,79.96,77.29500501,105.7609871,75.46714023,0.178417838,44.63770327,0.022776708,81.88437556,0.034505967,9.756054928,0.01162389,68.29792171,0.100567827,70.6921149,0.003445275,91.79969856,-114.9653654,356.5346346,-1797.546332,1577.357057,-141.3676497,1121.881081,-1772.101001,2882.198999,-316.3624625,661.0375375,-12973.95485,3263.845145
67.29600055,83.16995886,81.46,72.50607937,100.8197805,75.67622557,0.148601258,43.15395997,0.02107448,84.30338303,0.0345029,10.56485507,0.011430496,58.62058615,0.063501991,77.36189751,0.00352087,92.33341456,-124.5717718,410.0282282,-2000.129592,1319.748549,-153.100973,1170.951652,-1611.260661,3424.439339,-516.1936937,837.2063063,-12818.32172,3164.578278
73.08558559,79.94932738,80.92,84.83047633,119.3500125,75.34444999,0.143784377,55.58433569,0.024330761,87.25472004,0.034447987,15.4531907,0.010678126,70.42591707,0.046947735,116.03087,0.00349613,91.6961118,-163.1135135,412.0864865,-1793.094736,1313.465465,-224.29744,1096.690791,-1785.662162,3684.537838,-976.2731732,800.2268268,-12765.18038,3314.71962
67.7480078,74.92584186,74.95,94.09378731,81.44929308,74.7916877,0.239052095,49.71845504,0.022638051,72.69151937,0.043845374,10.04384315,0.011071919,83.44135975,0.063512937,73.82912465,0.003509793,90.09953824,-103.9908374,217.2582583,-1605.516287,1580.076577,-114.5370896,893.8786787,-1964.316116,3441.383884,-581.2132739,802.9944945,-12441.26216,3535.637838
63.308377,64.90934361,63.18,84.40935873,70.73242556,74.02746104,0.174974344,49.19086387,0.022251301,54.60102442,0.029091997,-3.517235052,0.010096847,71.49362428,0.057664371,61.96900575,0.003377682,89.16628265,-140.5659334,314.9109109,-1226.917553,1920.50951,0,924.8454454,-2028.711712,3539.288288,-537.3249127,858.136036,-12648.92432,3737.075676
61.34068361,57.3369034,57.11,73.07744711,66.69635636,73.58804297,0.116228409,45.33021941,0.019867165,28.29956791,0.03120365,-11.23918873,0.010949767,57.52663657,0.045486181,59.50752008,0.003448878,88.24660986,-131.7035035,512.3964965,-712.2195846,2988.419319,0,906.7773774,-1519.183283,3575.616717,-654.1274534,994.0821822,-12246.44404,3787.055956
47.05633033,48.43792916,46.89,65.30831832,54.90784305,72.67888809,0.184588639,27.90496726,0.022591402,8.241788593,0.024516299,-15.58151927,0.01021913,52.24119966,0.046032335,38.91711453,0.002562736,76.20171526,-75.58690352,324.8323323,-182.4098482,3194.514114,0,1006.237137,-1659.566366,3466.433634,-422.714978,1120.957758,-11905.69379,4150.906206
43.99597694,40.06064795,40,56.19404433,53.15498874,70.99848293,0.116502668,26.21022582,0.024998807,8.707229701,0.022581116,-21.40093095,0.0108809,47.03665642,0.03641054,35.9071281,0.002617128,73.12156813,-85.3001001,517.8998999,-174.1529063,2751.779179,0,1053.776577,-1753.733934,3183.866066,-493.0870047,1338.200901,-11370.56346,4898.236537
26.22545462,5.314360458,21.81,41.4057506,54.75039114,68.54264007,0.192010411,6.676828651,0.023491513,5.270019088,0.032071058,-43.84614101,0.009491405,37.16417379,0.031240763,40.5742267,0.003064136,73.40921631,-17.38663184,325.5860861,-112.1685746,1288.641141,0,1160.475375,-1957.78043,2926.787788,-649.3795632,1343.484184,-10379.14204,5857.457958
0.025641416,-0.07848188,1.04,35.77791516,-0.703206,69.68491327,0.06534132,2.675489287,0.007658787,-16.76134365,0.025161529,-36.39546188,0.007157936,25.60553903,0.019604923,-19.43464489,0.00327102,78.42799478,0,308.1983984,0,3417.045946,0,1606.143644,-1718.096697,4058.103303,0,1690.245445,-10521.76757,4892.032432
-1.855730731,-1.095701514,-0.01,38.71869053,-1.613196697,69.87432464,0.066587698,-3.50091481,0.003122259,-11.81050058,0.027211599,-47.46616109,0.008285684,29.23492244,0.017114609,-17.94914125,0.003176128,79.04901283,0,309.4458458,0,5144.291992,0,1715.005105,-1764.182813,3559.123924,0,1654.544745,-11018.21682,4939.483183
-1.522702703,-1.098756836,0,37.3716129,-1.577877499,69.85586014,0.066007253,-1.773814544,0.002799662,-10.91497338,0.024175114,-32.22232832,0.009073015,27.20409613,0.015673727,-15.91381489,0.003168672,78.78347421,0,296.7135135,0,5279.145345,0,1722.864565,-1499.17627,3346.966667,0,1531.906406,-10975.34324,4973.056757
-1.763743744,-1.312042285,-0.01,32.03595097,-1.59628937,68.0896499,0.06535179,-5.98483623,0.002625275,-10.52480396,0.021515846,-24.48812762,0.009217116,21.22432371,0.014609117,-15.26936839,0.003065043,75.10487873,0,286.3374374,0,5414.76977,0,1788.068569,-1151.353784,3351.378879,0,1541.486987,-10507.13363,5476.866366
-1.576666667,-1.300458345,0,31.44217732,-1.489608688,67.86074837,0.073392339,-8.916445535,0.002664147,-10.52183283,0.021979206,-19.07601223,0.009348811,17.43718138,0.015245025,-16.43655471,0.003041659,74.19334235,0,289.5666667,0,5343.227528,0,1635.021822,-932.5882032,3497.508008,0,1589.884184,-10378.46316,5596.636837
-2.082922923,-1.435588481,0.02,32.03329435,-2,69.89955559,0.066917014,-4.733368853,0.002461935,-9.754442458,0.023724733,-15.98744346,0.008864706,20.17290045,0.014272231,-15.15539274,0.003318545,79.6644922,0,273.0118118,0,5309.451552,0,1302.224625,-1137.821193,3434.733634,0,1557.637137,-10598.76096,4749.439039
2.697009009,1.912223946,1.09,42.01080814,0.925112613,72.51199738,0.079291387,3.553333183,0.020850988,-3.092235768,0.022327356,3.915020181,0.008259377,36.75273932,0.024308942,20.60534482,0.002512741,76.33117447,-7.205605606,294.9943944,0,1417.120821,-87.67317154,1120.767267,-2187.861862,3169.538138,0,733.3198198,-11835.55796,3927.442042
41.1393101,41.10547567,40.59,62.12990851,40.86573814,73.71496074,0.197666076,10.6422737,0.025503438,6.42451628,0.042407414,11.74139492,0.00614011,49.11866293,0.078008771,8.243310021,0.003377746,91.12255362,-26.91982845,317.833033,-125.9539283,2693.854955,-138.435638,926.6053053,-2544.697297,5190.802703,-52.83578978,882.6915916,-13053.93704,3292.862963
61.17977978,59.69947586,59.61,71.45950751,66.74831019,75.88650226,0.129545859,38.03571578,0.017724265,43.02302505,0.039332865,28.39653833,0.008992785,64.09671979,0.044556731,44.79853921,0.003402793,94.43764665,-104.7797798,492.4202202,-1213.675887,2941.457057,-360.9772448,780.278979,-2367.003003,3270.996997,-502.7134822,1294.225926,-13612.54575,2642.054254
67.83883884,59.97901631,60.61,72.01317892,75.92712913,76.67608911,0.144118943,46.17686949,0.016183428,41.52844271,0.037003429,36.36631109,0.010146339,62.00402335,0.047815365,46.96757864,0.003364727,94.95450653,-141.2776777,441.5223223,-1283.054558,3301.027928,-491.3911006,807.6323323,-2056.507207,3287.092793,-491.1347943,1347.363363,-13806.58048,2561.21952
61.27057057,56.99126932,57,77.3964855,70.67304805,76.72104727,0.217485286,48.7141252,0.018440352,31.22048583,0.036055586,39.00833419,0.010114177,68.85218499,0.066713579,54.32975361,0.003350138,94.96219876,-111.9940713,246.6414414,-846.5263188,3373.818318,-540.9471661,755.0840841,-2269.307608,3300.392392,-407.186624,790.684985,-13859.18739,2538.812613
57.57567568,54.34529189,54.89,76.79820841,68.70620881,76.78018526,0.231024448,48.56806105,0.022043214,15.81431107,0.034689585,38.87241736,0.009897171,69.51475678,0.059575591,57.03756707,0.00335536,95.01597336,-105.1145483,234.8486486,-358.7115502,3256.981081,-560.289455,805.9137137,-2359.427027,3199.272973,-478.6991312,815.6208208,-13856.38288,2524.817117
57.86111111,50.41176946,59.8,74.10786162,60,76.41282496,0.177175602,42.46261276,0.023774613,8.992106077,0.04480016,43.54259782,0.009483473,65.46662435,0.047539321,39.38058192,0.003356589,94.72666714,-119.831998,335.2777778,-189.1115169,3222.341141,-485.9647553,813.6958959,-2143.690691,3438.509309,-414.1895731,1116.608108,-13803.31872,2597.181281
56.24319319,54.13681314,58.86,76.2350319,57.46231899,76.01005816,0.234696084,36.3634898,0.025321287,8.511736776,0.045586208,45.93996693,0.00921851,66.7742293,0.050127338,38.71784824,0.003373764,94.25966174,-77.4693151,284.1136136,-168.0747286,3077.805005,-503.8801138,807.763964,-2191.703904,3467.096096,-386.1949334,1010.791291,-13668.61111,2707.888889
60.54587921,59.96926868,60.86,76.70116718,61.14004004,75.95325126,0.276850122,43.11053766,0.01954111,48.25114226,0.04910357,48.18651675,0.009155931,66.66508282,0.059448743,52.59210878,0.00336743,94.24950564,-77.85898263,229.0822823,-1234.605998,2615.097297,-490.662052,639.376977,-2162.273874,3544.226126,-442.3315441,746.1792793,-13689.82863,2716.671371
69.7095533,66.81564786,67.18,75.20684162,75.73438965,76.30607584,0.134158629,44.07657007,0.017346512,69.70550094,0.050393352,60.22725739,0.009876791,63.40326557,0.059728622,57.91416177,0.003371581,94.60435141,-99.01411411,503.0858859,-2009.208,2229.936036,-597.5714523,528.2456456,-1877.717718,3433.782282,-484.810797,819.0931932,-13737.94505,2642.854955
72.34099337,71.33510319,73.59,72.96554661,79.25366651,77.06867184,0.094715276,51.31541783,0.019374135,72.42417634,0.050039125,76.5929669,0.010911698,58.40385417,0.044306925,58.69148815,0.003376957,95.43770905,-141.0147147,669.4852853,-1869.094477,1913.537538,-765.330801,633.4453453,-1637.301301,3358.598699,-662.3286046,976.7700701,-13865.24424,2457.955756
87.16858238,82.16852307,82.28,87.86370468,100.3932652,76.18699573,0.152895963,69.38662822,0.021067402,74.60918305,0.055128484,85.56069488,0.010485396,75.37290281,0.050931906,87.41156417,0.0033317,94.60306716,-196.0185185,360.0814815,-1770.725761,1973.295495,-776.0116802,589.7925926,-1957.606707,3482.993293,-838.0990991,838.0009009,-13884.82402,2546.675976
94.54864123,83.32519793,82.97,95.82926172,114.0238617,75.35855449,0.115608524,72.03551311,0.0206401,76.86914383,0.057982663,87.74741308,0.010428646,82.40784058,0.042855014,110.4058157,0.003322939,93.22451477,-224.2313313,511.6686687,-1862.131075,1964.822823,-756.6693945,238.7395395,-2033.162763,3691.537237,-1067.941742,862.3582583,-13668.37357,2833.126426
