OWPP1,OWPP2,OWPP3,OWPP4,OWPP5,SF,L1,L2,L3,G1,G2,G3
OS_AC1,OS_AC3,OS_AC5,OS_AC7,OS_AC8,nAC4,nAC6,nAC9,nAC12,nAC3,nAC9,nAC12
65,90,85,30,35,25,50,40,50,,,
WPP,WPP,WPP,WPP,WPP,SF,Load,Load,Load,Slack,Slack,Slack
0.85387,0.78556,0.77702,0.13926,0.85387,0.00032,0.64793,0.59362,0.67731,130,130,140.58
0.86057,0.80894,0.83476,0.13636,0.86057,0,0.66892,0.56874,0.67077,130,130,162.38
0.88511,0.84085,0.8143,0.13758,0.88511,0,0.66261,0.53897,0.63079,115.16,115.16,170.7
0.88819,0.86154,0.86154,0.14117,0.88819,0,0.61927,0.50988,0.59107,106.62,106.62,146.6
0.86746,0.83276,0.86746,0.14569,0.86746,0,0.59412,0.48281,0.55108,99.97,99.97,124.5
0.89183,0.84724,0.85616,0.14821,0.89183,0,0.556,0.47122,0.50281,94.9,94.9,113.57
0.89788,0.83503,0.85299,0.14836,0.89788,0,0.5315,0.46164,0.47128,93.17,93.17,109.67
0.90781,0.90781,0.90781,0.15165,0.90781,0,0.51072,0.44892,0.46271,93.4,93.4,104.32
0.89139,0.8379,0.89139,0.15463,0.89139,0,0.51684,0.44873,0.44489,92.02,92.02,99
0.86257,0.77631,0.81944,0.15892,0.86257,0,0.50085,0.44116,0.43991,95.68,95.68,97.9
0.83451,0.75106,0.77609,0.16075,0.83451,0,0.51152,0.4482,0.45595,99.33,99.33,96
0.73937,0.68022,0.68762,0.16152,0.73937,0.00001,0.54034,0.47877,0.47979,123.92,124.99,99.2
0.63827,0.59998,0.62551,0.16029,0.63827,0.00733,0.61778,0.61384,0.54486,139.6,143.49,108.47
0.60613,0.55157,0.60613,0.15226,0.60613,0.03505,0.70272,0.64762,0.61139,144.5,144.5,132.58
0.60575,0.55729,0.5997,0.15012,0.60575,0.08148,0.74129,0.72075,0.65155,128.01,128,139.58
0.61065,0.54958,0.5679,0.15938,0.61065,0.12188,0.7578,0.68292,0.66835,105.35,105.32,149.42
0.5163,0.50598,0.48016,0.17658,0.5163,0.13506,0.76078,0.69218,0.66154,92.29,92.48,140.57
0.45782,0.44409,0.41662,0.19088,0.45782,0.15057,0.76784,0.6948,0.65508,90.19,90.28,123.7
0.40862,0.40454,0.39228,0.20075,0.40862,0.15189,0.75253,0.69395,0.65761,87.86,87.92,117.55
0.40669,0.39856,0.39856,0.20159,0.40669,0.14721,0.74355,0.68752,0.65649,88.12,88.17,111.35
0.4628,0.44428,0.44891,0.19494,0.4628,0.12575,0.73668,0.68142,0.65638,90.5,90.5,106.2
0.45887,0.43593,0.43593,0.18155,0.45887,0.08664,0.73649,0.68038,0.66551,101.92,106.03,108.01
0.49725,0.49228,0.49228,0.15662,0.49725,0.05115,0.73691,0.66505,0.69619,114.35,133.27,114.61
0.4415,0.4106,0.4106,0.14263,0.4415,0.01576,0.75441,0.65949,0.72652,180,200.01,132.62
0.50511,0.46976,0.46976,0.13995,0.50511,0.00072,0.766,0.64908,0.73015,226.65,245.05,160.66
0.65557,0.60312,0.65557,0.14439,0.65557,0,0.76479,0.63377,0.7356,160.07,160.07,176.77
0.77126,0.75583,0.69413,0.15135,0.77126,0,0.72836,0.59635,0.68279,120,120,172.27
0.71491,0.66487,0.70061,0.15762,0.71491,0,0.67067,0.56328,0.64735,104.7,107.03,145.14
0.64441,0.58641,0.64441,0.16932,0.64441,0,0.6409,0.5487,0.58766,100,100,115
0.59905,0.59306,0.59905,0.18415,0.59905,0,0.61022,0.52702,0.49824,97.58,97.58,111
0.59758,0.56172,0.57367,0.21061,0.59758,0,0.58529,0.51779,0.46173,67.31,94.61,110.81
0.41245,0.41245,0.37533,0.2282,0.41245,0,0.55753,0.48946,0.44777,63.83,71.94,98
0.48108,0.43297,0.46664,0.23723,0.48108,0,0.54151,0.49563,0.44914,30.17,30.64,89.92
0.93414,0.86875,0.92479,0.25329,0.93414,0,0.534,0.50501,0.4506,8.46,11.51,68
0.97157,0.88412,0.90356,0.26736,0.97157,0,0.53087,0.57991,0.45593,3.98,5.02,48
0.9671,0.91875,0.94776,0.28464,0.9671,0.00001,0.56888,0.60065,0.45206,8.02,6.31,34.4
0.96917,0.90133,0.91102,0.30453,0.96917,0.00552,0.64982,0.6514,0.50742,47.49,35.7,54.26
0.96621,0.90824,0.88891,0.33091,0.96621,0.03535,0.72374,0.68923,0.59108,75,10.87,89.03
0.97152,0.87437,0.91323,0.36533,0.97152,0.07893,0.76334,0.73342,0.60893,78.48,4.93,121
0.97276,0.94358,0.94358,0.42238,0.97276,0.1329,0.80166,0.77459,0.60226,70,3.31,142.13
0.96944,0.90158,0.91127,0.4808,0.96944,0.16471,0.79054,0.80347,0.57073,40.51,2.99,125.18
0.95417,0.86829,0.916,0.54443,0.95417,0.20501,0.79056,0.82624,0.55486,25.71,2.98,90.48
0.96698,0.87995,0.89929,0.59667,0.96698,0.2212,0.78582,0.8144,0.53646,2.32,2.78,84.38
0.96566,0.87875,0.94635,0.62641,0.96566,0.20027,0.77393,0.84018,0.53188,-0.96,2.64,81.77
0.971,0.971,0.94187,0.63957,0.971,0.18194,0.76217,0.80566,0.53504,-1.81,2.58,74
0.96153,0.95192,0.91346,0.632,0.96153,0.14821,0.74605,0.79162,0.54687,2.02,2.92,73
0.95586,0.92719,0.91763,0.57288,0.95586,0.09419,0.73031,0.7841,0.59636,38.09,4.98,79.12
0.97238,0.89459,0.90431,0.49572,0.97238,0.0297,0.74922,0.78645,0.64476,80.7,16.49,93.19
0.96801,0.91961,0.88089,0.43438,0.96801,0.00134,0.77263,0.75069,0.67346,85,11.81,120
0.95779,0.9099,0.94821,0.40005,0.95779,0,0.76214,0.72546,0.68786,80.69,5.38,158
0.96889,0.9592,0.9592,0.37489,0.96889,0,0.74507,0.69413,0.65154,24.14,4.09,170.7
0.93578,0.8422,0.88899,0.35523,0.93578,0,0.69929,0.67337,0.60671,55.33,2.69,148.6
0.91519,0.82367,0.82367,0.34628,0.91519,0,0.68027,0.66625,0.54356,4.6,0.73,109.22
0.81265,0.74764,0.80453,0.34108,0.81265,0,0.66104,0.62846,0.51666,16.9,0.13,85.6
0.78694,0.71612,0.72399,0.33267,0.78694,0,0.59545,0.62636,0.50215,23.22,0.01,67.25
0.48264,0.45368,0.45851,0.33382,0.48264,0,0.56776,0.65374,0.49906,26,-0.02,45.12
0.60681,0.60681,0.55827,0.33818,0.60681,0,0.54545,0.61866,0.48714,21.1,-0.07,37
0.73413,0.66071,0.68274,0.34697,0.73413,0,0.54461,0.61304,0.47227,22.52,-0.09,22.76
0.91839,0.88165,0.88165,0.35997,0.91839,0,0.54588,0.60584,0.46464,48.28,-0.06,21
0.96332,0.91515,0.96332,0.37297,0.96332,0.00017,0.58104,0.62035,0.48704,98.62,1.57,44.85
0.97099,0.89331,0.95157,0.3862,0.97099,0.02424,0.64811,0.66331,0.55676,117.28,4.75,68.64
0.97468,0.96493,0.97468,0.40119,0.97468,0.11352,0.7291,0.71906,0.61184,121.55,4.96,82.2
0.97418,0.91573,0.94496,0.41779,0.97418,0.23573,0.75991,0.76303,0.61038,105.97,4.11,115
0.96632,0.96632,0.91801,0.45151,0.96632,0.32506,0.76012,0.7916,0.61989,77.75,2.76,105
0.93043,0.85599,0.92112,0.49205,0.93043,0.40378,0.76241,0.803,0.59139,66.69,1.92,94.07
0.95222,0.90461,0.857,0.53824,0.95222,0.42935,0.76413,0.81199,0.56539,19.61,1.48,76.14
0.83058,0.80566,0.75583,0.57464,0.83058,0.38666,0.74895,0.80161,0.5537,42.1,1.24,73.59
0.93649,0.88967,0.85221,0.58206,0.93649,0.3497,0.74793,0.80695,0.5408,60.64,1.33,65
0.96998,0.89238,0.90208,0.57013,0.96998,0.29576,0.74435,0.76644,0.54376,62.41,1.42,60
0.97433,0.88664,0.9451,0.54168,0.97433,0.2139,0.73733,0.7203,0.57006,80.82,2.44,69
0.97364,0.89575,0.94443,0.47583,0.97364,0.14983,0.74141,0.70668,0.63177,92,3.18,77.89
0.9703,0.88297,0.90238,0.4145,0.9703,0.05916,0.74532,0.72585,0.7187,100.7,3.94,87.6
0.97253,0.96281,0.96281,0.37259,0.97253,0.00268,0.76656,0.72567,0.76196,128.32,2.52,108
0.97067,0.96096,0.94155,0.35041,0.97067,0,0.7742,0.72711,0.74617,116.4,1.59,137.56
0.9687,0.92995,0.93963,0.33458,0.9687,0,0.7459,0.73962,0.70772,88.03,0.13,144.13
0.96349,0.88641,0.88641,0.31738,0.96349,0,0.70987,0.7184,0.66204,85.59,0,145
0.95869,0.87241,0.9491,0.29711,0.95869,0,0.68731,0.68368,0.58155,77.87,-0.31,159.46
0.96397,0.92541,0.86757,0.27501,0.96397,0,0.6331,0.61865,0.50917,82.9,0,99
0.96613,0.94681,0.92748,0.25811,0.96613,0,0.58421,0.63777,0.51023,77.13,-0.03,86.26
0.94755,0.87175,0.93807,0.23876,0.94755,0,0.56337,0.62625,0.49181,70.53,-0.06,79.2
0.82835,0.82835,0.79522,0.22071,0.82835,0,0.5488,0.60469,0.4684,61.44,-0.05,71.85
0.8028,0.73857,0.77068,0.20465,0.8028,0,0.54956,0.60314,0.45116,69.16,-0.01,64.18
0.68999,0.63479,0.66929,0.19494,0.68999,0,0.55307,0.60967,0.45489,78.59,0.11,66.5
0.60916,0.55434,0.56652,0.18844,0.60916,0.00002,0.57981,0.65063,0.4901,90.73,2.98,77
0.37902,0.37144,0.36765,0.18714,0.37902,0.01811,0.65192,0.72447,0.59944,107.9,4.97,85.6
0.34488,0.32764,0.31729,0.1902,0.34488,0.07434,0.72862,0.73809,0.65372,122.19,9.64,94.63
0.30239,0.27215,0.27517,0.20381,0.30239,0.14831,0.76092,0.75849,0.64561,107.11,7.87,115
0.35565,0.33076,0.32009,0.23096,0.35565,0.20778,0.77893,0.76398,0.6347,87.33,7.32,111
0.29934,0.27838,0.28138,0.27417,0.29934,0.25163,0.77998,0.78094,0.61171,83.84,6.89,100
0.22077,0.20311,0.21414,0.32219,0.22077,0.31258,0.79119,0.79268,0.59688,82.1,5.68,86.89
0.18258,0.17163,0.17345,0.37045,0.18258,0.32252,0.7791,0.80129,0.59404,77.22,4.99,84.75
0.33384,0.33384,0.3038,0.41481,0.33384,0.33827,0.78731,0.81966,0.60134,80.03,4.96,74
0.31277,0.28149,0.294,0.45717,0.31277,0.24354,0.76731,0.77549,0.59785,83.67,5.2,78
0.36633,0.35901,0.34435,0.49289,0.36633,0.14685,0.74409,0.72608,0.64215,88.28,63.76,75.38
0.37774,0.36263,0.34752,0.51086,0.37774,0.07126,0.74225,0.68201,0.68696,96.4,99.59,73.24
0.28968,0.26361,0.26361,0.51614,0.28968,0.02559,0.75768,0.67327,0.72283,135.48,176.64,89
0.37962,0.35305,0.34546,0.51445,0.37962,0.00211,0.77277,0.6767,0.73359,177.4,250.28,110
0.48063,0.47101,0.44218,0.51354,0.48063,0,0.78852,0.67559,0.73594,139.4,139.4,117.15
0.37967,0.34929,0.37587,0.51338,0.37967,0,0.75941,0.63037,0.69326,109.93,109.93,117
0.41982,0.41982,0.41563,0.50589,0.41982,0,0.70374,0.61602,0.64976,100.98,100.98,101
0.4096,0.38502,0.39321,0.49778,0.4096,0,0.66877,0.5667,0.57447,94.58,94.58,91.27
0.31988,0.30388,0.29749,0.48914,0.31988,0,0.62594,0.51446,0.52773,87.39,87.39,74.36
0.34239,0.34239,0.32185,0.48998,0.34239,0,0.58686,0.49938,0.50826,84.86,54.63,69
0.60594,0.55747,0.57565,0.49166,0.60594,0,0.56513,0.49133,0.49611,77.96,10.54,55
0.76954,0.75415,0.76954,0.48998,0.76954,0,0.55296,0.51373,0.48636,75.06,3.53,40.59
0.58838,0.55308,0.58838,0.49656,0.58838,0,0.54508,0.54692,0.47517,65.94,2.83,32
0.65846,0.5992,0.65846,0.50459,0.65846,0,0.55087,0.56065,0.47141,71.78,3.86,20
0.65028,0.60476,0.59176,0.5039,0.65028,0.00017,0.58696,0.60417,0.48416,94.24,5.6,17.18
0.47882,0.46925,0.43573,0.49985,0.47882,0.00662,0.65567,0.65027,0.54525,117.45,14.44,44.85
0.86501,0.7958,0.7785,0.50627,0.86501,0.02338,0.72649,0.70408,0.5873,120.72,18.97,93.84
0.72213,0.66436,0.6788,0.51897,0.72213,0.06543,0.76383,0.78909,0.60815,104.39,12.04,123.45
0.51913,0.4776,0.4776,0.54244,0.51913,0.15933,0.78422,0.8073,0.61275,85.01,9.87,121.88
0.61306,0.57627,0.57627,0.56646,0.61306,0.28355,0.77806,0.85277,0.58349,65.14,6.81,112.47
0.47345,0.4261,0.46871,0.58412,0.47345,0.40456,0.78395,0.84776,0.55511,36.53,4.96,92.54
0.47636,0.42872,0.44777,0.59009,0.47636,0.45368,0.76214,0.83335,0.55202,20.31,2.9,85
0.5787,0.57291,0.56134,0.57625,0.5787,0.42698,0.73841,0.80283,0.54403,13.76,2.04,74.89
0.58537,0.55025,0.57952,0.54634,0.58537,0.37464,0.74654,0.78057,0.52602,42.81,2.87,73.22
0.54714,0.4979,0.53073,0.49618,0.54714,0.26897,0.73577,0.74367,0.55332,62.94,2.67,73.22
0.54499,0.54499,0.51774,0.4311,0.54499,0.1691,0.71939,0.75479,0.62266,86.86,2.83,80.41
0.38686,0.383,0.36752,0.3729,0.38686,0.07856,0.73026,0.75608,0.67251,104.93,2.83,88
0.29096,0.26477,0.27932,0.32739,0.29096,0.00601,0.749,0.73837,0.67479,113.4,1.98,110
0.30473,0.29864,0.2895,0.30552,0.30473,0,0.76662,0.71555,0.67084,103.26,1.14,124
0.27625,0.27072,0.27348,0.2939,0.27625,0,0.73352,0.68611,0.64106,89.39,0.05,123
0.21454,0.21025,0.21454,0.28747,0.21454,0,0.68583,0.67068,0.58959,79.36,-0.09,99
0.10241,0.09626,0.09729,0.28571,0.10241,0,0.66378,0.64092,0.53259,79.68,-1.17,87
0.03515,0.03479,0.03233,0.29214,0.03515,0,0.62597,0.61955,0.52076,70.31,-2.14,80.73
0.00098,0.00091,0.00096,0.31562,0.00098,0,0.59445,0.57471,0.48967,45.64,-2.62,72
-0.0014,-0.00136,-0.00136,0.32311,-0.0014,0,0.57353,0.54106,0.48694,5.92,-2.48,55
-0.0011,-0.0011,-0.00099,0.31745,-0.0011,0,0.55806,0.53197,0.46583,5.46,-2.05,36.52
0.00085,0.00077,0.00082,0.31317,0.00085,0,0.54982,0.50393,0.44705,6.93,-1.97,28
0.00684,0.00629,0.00636,0.30399,0.00684,0,0.53,0.51872,0.44812,22.27,-1.18,31
0.02061,0.02061,0.0204,0.29153,0.02061,0.00019,0.55008,0.50564,0.44639,53.02,-1.11,40.3
0.04628,0.04536,0.04351,0.28457,0.04628,0.02991,0.56201,0.51102,0.45192,68.12,0,50.09
0.07409,0.07187,0.07113,0.2835,0.07409,0.13759,0.62073,0.57518,0.47593,71.76,0.01,74.42
0.10565,0.09826,0.09826,0.29046,0.10565,0.25848,0.65928,0.58826,0.52093,69.03,0.05,78
0.15854,0.14586,0.1522,0.30491,0.15854,0.37532,0.67816,0.58588,0.55122,46.81,0.04,80.2
0.14625,0.13455,0.13894,0.3176,0.14625,0.43534,0.68603,0.59869,0.52945,19.64,1.53,79.89
0.25145,0.23134,0.22882,0.31898,0.25145,0.49301,0.70015,0.63233,0.50606,10.39,10.38,75.24
0.18139,0.17051,0.16325,0.31906,0.18139,0.47081,0.69022,0.6521,0.4891,0.22,0.22,74.99
0.31421,0.30164,0.31106,0.31707,0.31421,0.47119,0.65823,0.66392,0.49183,1,1,75
0.39352,0.39352,0.36597,0.30774,0.39352,0.41859,0.64167,0.65573,0.49679,22.01,22.01,74.95
0.43893,0.43893,0.42576,0.28709,0.43893,0.32587,0.63618,0.60111,0.50914,61.73,61.59,74.95
0.50658,0.50658,0.46606,0.26682,0.50658,0.20645,0.62811,0.59294,0.54591,86.44,86.44,80.96
0.44866,0.40828,0.44418,0.25115,0.44866,0.05994,0.66449,0.59333,0.60215,102.28,102.28,93.91
0.59765,0.59765,0.54984,0.23646,0.59765,0.00215,0.67842,0.59965,0.62465,108.91,108.91,131.7
0.55481,0.53817,0.49933,0.22706,0.55481,0,0.7,0.59087,0.62416,100,100,150.62
0.39949,0.35954,0.38351,0.22033,0.39949,0,0.67976,0.55172,0.59811,83.99,39.07,180
0.46619,0.4289,0.44755,0.21666,0.46619,0,0.64735,0.54106,0.55723,76.19,27.55,177.8
0.45439,0.44076,0.44985,0.21436,0.45439,0,0.62113,0.51998,0.51312,72,27.26,165
0.45615,0.42422,0.41509,0.21061,0.45615,0,0.59708,0.50998,0.46363,91.21,28.89,107.1
0.53421,0.50216,0.53421,0.20786,0.53421,0,0.55471,0.52435,0.43285,82.01,27.98,101.9
0.53814,0.50586,0.50586,0.20396,0.53814,0,0.53406,0.51852,0.42554,78.54,29.3,93.22
0.61629,0.60396,0.58547,0.20603,0.61629,0,0.52985,0.49911,0.40872,74.66,52.23,92.79
0.73934,0.68019,0.71716,0.20457,0.73934,0,0.51103,0.48012,0.39933,71.81,71.81,95
0.82909,0.80422,0.80422,0.2204,0.82909,0,0.50488,0.44757,0.3938,77.09,77.09,93.03
0.84164,0.78272,0.77431,0.2188,0.84164,0.00005,0.51032,0.4465,0.38202,83.51,83.51,92.79
0.88489,0.7964,0.82294,0.21528,0.88489,0.01206,0.53026,0.44898,0.41334,100,100,91.95
0.86009,0.80848,0.81708,0.20289,0.86009,0.04647,0.55823,0.48373,0.46535,101.84,102.12,99
0.85308,0.81042,0.81042,0.20037,0.85308,0.07765,0.57836,0.5216,0.47833,100.67,100.86,99.22
0.87977,0.83578,0.80939,0.19983,0.87977,0.10781,0.60561,0.53581,0.5018,86.71,86.94,100.34
0.79773,0.74986,0.76582,0.20213,0.79773,0.14398,0.62828,0.58445,0.50118,76.4,76.51,99.84
0.60794,0.58363,0.58971,0.19792,0.60794,0.17883,0.64061,0.60472,0.50627,70.14,70.57,106
0.1336,0.12425,0.12291,0.18997,0.1336,0.16729,0.64807,0.62517,0.49784,55.15,55.15,102
0.04054,0.0369,0.03811,0.18209,0.04054,0.13641,0.61902,0.62727,0.48689,54.61,54.6,104.43
0.01888,0.01737,0.01737,0.1762,0.01888,0.09761,0.60804,0.62487,0.48941,70.8,70.8,100.5
0.02518,0.02468,0.02266,0.17069,0.02518,0.05373,0.60229,0.60834,0.52303,88.65,88.59,95
0.05442,0.05061,0.0517,0.16396,0.05442,0.02547,0.59753,0.6185,0.58325,95.37,113.24,101.19
0.04855,0.04418,0.04612,0.16603,0.04855,0.00672,0.63284,0.6237,0.63559,122.73,135.67,124.06
0.06119,0.05997,0.05629,0.17666,0.06119,0.00004,0.66767,0.59905,0.65144,146.5,162.58,152.21
0.04692,0.04269,0.04504,0.1902,0.04692,0,0.69222,0.58289,0.64988,131.85,131.85,170
0.06079,0.05896,0.05957,0.20113,0.06079,0,0.67546,0.54718,0.61602,110.2,110.2,165
0.05656,0.0509,0.05204,0.20656,0.05656,0,0.64282,0.54447,0.58674,104.42,104.42,135.56
0.17669,0.17669,0.17493,0.20343,0.17669,0,0.61262,0.51863,0.50641,96.34,96.34,110.13
0.14924,0.13731,0.13731,0.19784,0.14924,0,0.57476,0.48439,0.47245,91.11,91.11,107.58
0.24166,0.21991,0.22957,0.18951,0.24166,0,0.54802,0.52986,0.45151,87.45,87.45,100.1
0.48826,0.46385,0.4492,0.1814,0.48826,0,0.52684,0.5205,0.43358,82.44,82.44,100
0.57471,0.54023,0.53448,0.16786,0.57471,0,0.5089,0.51389,0.42663,77.4,77.4,99.7
0.61924,0.60686,0.60686,0.1531,0.61924,0,0.51009,0.51402,0.41668,75,75,100
0.71086,0.6611,0.68243,0.1453,0.71086,0,0.51731,0.52009,0.43393,79.05,79.05,100
0.88444,0.79599,0.81368,0.13613,0.88444,0.00001,0.55851,0.54984,0.4779,96.97,96.5,105.02
0.96244,0.89507,0.94319,0.12519,0.96244,0.01551,0.63248,0.61903,0.54952,112.54,111.8,118.92
0.95192,0.86624,0.95192,0.11066,0.95192,0.08916,0.72453,0.69227,0.63603,127.7,126.91,131.42
0.91513,0.87852,0.89682,0.09758,0.91513,0.19726,0.76,0.72528,0.66539,121.75,121.43,185.75
0.84652,0.7788,0.79573,0.09009,0.84652,0.30928,0.78836,0.72126,0.66641,111.64,111.59,245.08
0.72922,0.71463,0.70734,0.08512,0.72922,0.36621,0.77124,0.74771,0.64761,105.37,105.36,237.97
0.93806,0.87239,0.92868,0.08099,0.93806,0.33683,0.77478,0.73451,0.63696,99.04,98.99,252.39
0.95758,0.90012,0.88097,0.07785,0.95758,0.35991,0.76527,0.72905,0.61751,92.67,100.6,194.66
0.94588,0.92696,0.85129,0.07846,0.94588,0.29836,0.7478,0.71883,0.60355,92.59,105.5,183.06
0.956,0.92732,0.94644,0.0803,0.956,0.25973,0.72861,0.68996,0.60894,87.65,109.91,160
0.96087,0.89361,0.884,0.07976,0.96087,0.17694,0.73174,0.67444,0.64032,108.06,113.02,141.11
0.96069,0.86462,0.86462,0.07663,0.96069,0.10429,0.73405,0.6837,0.68209,129.91,129.32,143
0.96075,0.93192,0.93192,0.08099,0.96075,0.03606,0.76361,0.70917,0.70305,189.11,189.22,188.04
0.96067,0.87421,0.93185,0.09644,0.96067,0.00052,0.78586,0.69813,0.71954,221.7,221.7,205
0.96067,0.93185,0.87421,0.11693,0.96067,0,0.78832,0.66843,0.7253,184.5,184.5,229.09
0.96028,0.87386,0.88346,0.13613,0.96028,0,0.77806,0.63683,0.68758,133.07,132.75,197.46
0.96029,0.96029,0.94109,0.15555,0.96029,0,0.72174,0.59455,0.66051,120,120,148.34
0.95989,0.8927,0.8735,0.17368,0.95989,0,0.70681,0.57184,0.60816,112.7,112.7,119.35
0.95897,0.91102,0.9302,0.19088,0.95897,0,0.70229,0.54015,0.53419,104,104,105.25
0.95508,0.91688,0.90733,0.19521,0.95508,0,0.69927,0.51985,0.51636,100.6,100.6,131
0.95744,0.95744,0.88085,0.20669,0.95744,0,0.69881,0.51991,0.514,99.9,99.9,114.5
0.96134,0.87482,0.89404,0.21625,0.96134,0,0.70244,0.51557,0.51195,99.52,99.52,106
0.96157,0.92311,0.95196,0.22041,0.96157,0,0.71627,0.503,0.50249,97.34,97.39,96
0.96171,0.92324,0.96171,0.2248,0.96171,0,0.73074,0.50732,0.49947,91.67,110.71,94.87
0.96289,0.8666,0.94363,0.23775,0.96289,0,0.73833,0.533,0.52281,126.07,130,89.59
0.96275,0.9435,0.89536,0.25601,0.96275,0.01838,0.75709,0.61722,0.5812,166.97,201.92,86
0.96202,0.87544,0.86582,0.27851,0.96202,0.0918,0.78381,0.68785,0.64667,171.81,198.63,97
0.90165,0.82951,0.81148,0.31119,0.90165,0.22744,0.8265,0.70032,0.64474,132.1,132.1,141
0.96115,0.96115,0.89387,0.34826,0.96115,0.28502,0.88412,0.70064,0.63968,114.05,116.2,136.1
0.96326,0.96326,0.93436,0.38602,0.96326,0.38649,0.8082,0.70799,0.61464,104.17,104.16,115.53
0.89289,0.81253,0.8036,0.41862,0.89289,0.41815,0.78346,0.71319,0.58264,94.89,94.33,100.4
0.94676,0.91836,0.88995,0.45546,0.94676,0.3556,0.75874,0.71254,0.57193,79.53,69.35,93.44
0.93485,0.91615,0.84136,0.48567,0.93485,0.31732,0.76968,0.72815,0.57,78.35,48.2,86.33
0.9101,0.83729,0.84639,0.50647,0.9101,0.29186,0.7581,0.74782,0.58527,76.02,42.27,83.57
0.89779,0.88882,0.80801,0.51634,0.89779,0.23519,0.75201,0.72134,0.60055,84.49,68.92,84.95
0.93177,0.87586,0.86654,0.51133,0.93177,0.14667,0.73342,0.71027,0.66928,99.89,44.8,88
0.96437,0.87758,0.89686,0.5121,0.96437,0.04337,0.76075,0.73051,0.69872,128.81,26.38,97.1
0.97003,0.88273,0.95063,0.51449,0.97003,0.00093,0.78364,0.72784,0.72015,140.71,19.53,117.03
0.97068,0.87361,0.88332,0.51588,0.97068,0,0.79285,0.70624,0.70235,105.72,14.99,133
0.9587,0.92994,0.86283,0.51333,0.9587,0,0.76012,0.69316,0.64949,87.3,4.76,124.21
0.97267,0.94349,0.94349,0.50401,0.97267,0,0.70396,0.70193,0.61339,89.23,1.82,115.2
0.95704,0.94747,0.89962,0.50008,0.95704,0,0.67234,0.68236,0.56759,68.83,0.72,104
0.95178,0.87564,0.90419,0.49892,0.95178,0,0.63579,0.69398,0.51523,63.32,2.82,93.75
0.97092,0.9515,0.92237,0.4963,0.97092,0,0.59854,0.70885,0.48798,25.89,1.06,98.24
0.97103,0.88364,0.97103,0.50154,0.97103,0,0.5777,0.70423,0.4762,7.58,0.11,98.24
0.97088,0.97088,0.8835,0.498,0.97088,0,0.56488,0.71886,0.4825,1.85,0.01,100.9
0.96337,0.87667,0.93447,0.49306,0.96337,0,0.56195,0.70744,0.4763,2.47,0,102.24
0.83684,0.82847,0.76989,0.48829,0.83684,0,0.56398,0.70089,0.47469,9.16,0.09,103.72
0.62762,0.59624,0.60252,0.47549,0.62762,0,0.58998,0.69821,0.50187,80.81,1.57,103.72
0.77415,0.74319,0.71222,0.45823,0.77415,0.01077,0.65981,0.75399,0.55949,127.99,9.68,103.72
0.85055,0.7825,0.7825,0.44682,0.85055,0.06048,0.74306,0.78192,0.60273,136.86,15.19,120.8
0.97086,0.94174,0.92232,0.43342,0.97086,0.15529,0.77403,0.79066,0.61779,114.61,13.12,134
0.9636,0.90579,0.89615,0.43912,0.9636,0.26235,0.77998,0.83526,0.63194,86.25,8.19,175
0.93455,0.90651,0.87847,0.44328,0.93455,0.31568,0.77939,0.82399,0.63632,80,1.05,172.33
0.94482,0.87868,0.86924,0.44128,0.94482,0.37691,0.78075,0.88509,0.6347,61.1,0,157.6
0.91827,0.84481,0.82645,0.4365,0.91827,0.34677,0.78229,0.91688,0.64113,48.12,-0.06,145
0.85956,0.7736,0.7822,0.42887,0.85956,0.28196,0.78537,0.88699,0.63809,21.54,-0.04,149.75
0.79795,0.75007,0.71815,0.41238,0.79795,0.30961,0.75105,0.87392,0.64466,41.63,0.06,143.61
0.84057,0.78173,0.82376,0.3844,0.84057,0.18156,0.73231,0.83296,0.66835,62,7.46,135
0.836,0.7942,0.77748,0.33207,0.836,0.05429,0.74317,0.83581,0.68985,104.33,14.13,125.84
0.80899,0.73618,0.8009,0.28429,0.80899,0.01124,0.76721,0.8063,0.71503,129.69,15.51,135
0.95188,0.90429,0.94236,0.24784,0.95188,0.00012,0.78314,0.80249,0.73788,141.14,15.54,162.55
0.97295,0.9243,0.88538,0.22272,0.97295,0,0.7873,0.78965,0.73151,129.3,13.44,195
0.97257,0.93366,0.89476,0.19744,0.97257,0,0.74643,0.76517,0.686,109.79,9.68,215
0.96748,0.93846,0.93846,0.17756,0.96748,0,0.71016,0.73345,0.61732,109.3,5.9,165
0.97014,0.96044,0.97014,0.16361,0.97014,0,0.68789,0.70206,0.5572,104,4.86,129.18
0.97356,0.90541,0.92488,0.15166,0.97356,0,0.66387,0.67829,0.50756,99.51,1.51,115
0.97403,0.89611,0.89611,0.13602,0.97403,0,0.61426,0.68011,0.48264,100.2,0.13,118.23
0.96492,0.88773,0.94562,0.12408,0.96492,0,0.58251,0.68193,0.47428,107.7,0.01,115
0.91326,0.85846,0.90412,0.11259,0.91326,0,0.56195,0.66516,0.47007,99.62,0,116.7
0.78339,0.75205,0.75988,0.09803,0.78339,0,0.54531,0.64911,0.45872,89.04,0,115.9
0.75994,0.69914,0.69914,0.08855,0.75994,0,0.55126,0.65346,0.44751,102.6,0.01,116.7
0.82411,0.80763,0.75818,0.07984,0.82411,0,0.59692,0.67675,0.45464,126.5,15.96,116.7
